Date,^GSPC,^IXIC,^RUT
2012-04-02,0.0075046458776102,0.0090988986794751,0.0124413070477118
2012-04-03,-0.0039886359960829,-0.0019648949926089,-0.0069352950239462
2012-04-04,-0.0102025243710081,-0.0146070200670687,-0.0172735782475028
2012-04-05,-0.000629042222354,0.0040448330244131,-0.0026816989613801
2012-04-09,-0.0113584382738918,-0.0108488628063626,-0.0179911154451292
2012-04-10,-0.0170814543377354,-0.0183323398104614,-0.0240335511792905
2012-04-11,0.0074488958197751,0.0084380254483398,0.0158643142945786
2012-04-12,0.0137793878102883,0.0129589281465138,0.0150642106923806
2012-04-13,-0.0124750010402945,-0.0144720164934245,-0.0152117246312803
2012-04-16,-0.0005036003909072,-0.0076146337951525,0.0022479738686833
2012-04-17,0.0154866738024461,0.0182104697476881,0.0157252249451522
2012-04-18,-0.0040552887801307,-0.0037367037590331,-0.0090176745427162
2012-04-19,-0.0059343969679566,-0.0078806818396885,-0.0055021446868711
2012-04-20,0.001169265680053,-0.0023640782838429,0.0064463177137632
2012-04-23,-0.0084075701249225,-0.0099985003876779,-0.015173201159444
2012-04-24,0.0036797734446916,-0.0029792972987588,0.0078297813957037
2012-04-25,0.0136445921578962,0.0229706182175262,0.0176304837283811
2012-04-26,0.0066801655681107,0.0069250124341586,0.0076466803058581
2012-04-27,0.0024143237260298,0.0060938117607269,0.0087250295897398
2012-04-30,-0.0038835019016946,-0.0074416278226772,-0.0104061517985877
2012-05-01,0.0056583842421709,0.0013392487560597,-0.0012119163505747
2012-05-02,-0.002496683664631,0.0030848521625579,0.0033214782493296
2012-05-03,-0.0076588713308223,-0.0116182321661296,-0.0146713279851642
2012-05-04,-0.0161472089585192,-0.0224713023973377,-0.0182868613656228
2012-05-07,0.0003505810220649,0.0004802972028881,0.0024878392558003
2012-05-08,-0.0042786734178289,-0.0038846932125793,-0.0009448104739253
2012-05-09,-0.0067022664805039,-0.0039236249621102,-0.0052203044677355
2012-05-10,0.0025174107770054,-0.0003646249113602,0.0035872042173459
2012-05-11,-0.0033873413051768,6.141714315588409e-05,-0.002134515240172
2012-05-14,-0.0111128639192796,-0.0106482297845363,-0.014062204624831
2012-05-15,-0.0057458374465044,-0.0030386994060376,-0.002041243764749
2012-05-16,-0.0044038185569877,-0.006814653128309,-0.0067536277901231
2012-05-17,-0.0150513758617392,-0.0209983496527542,-0.0230277662496788
2012-05-18,-0.0073877770463167,-0.0124036063214226,-0.0094388330782009
2012-05-21,0.0160359012376676,0.024622199199362,0.0233267651172097
2012-05-22,0.0004863370186602,-0.00285538577205,-0.0065521155964202
2012-05-23,0.0016937032123527,0.0038885972775346,0.0072929952631326
2012-05-24,0.0013800315269174,-0.0037683444673898,0.001829690716222
2012-05-25,-0.0021656323299791,-0.0006514991272645,-0.0002087665551201
2012-05-29,0.0110789775927762,0.0117919319239032,0.0140264354284083
2012-05-30,-0.014334892170861,-0.0117136886324548,-0.0195068887595835
2012-05-31,-0.0022766655169013,-0.003531458521969,-0.0002362108606053
2012-06-01,-0.0246425847497299,-0.0282456672842126,-0.0320285949167494
2012-06-04,0.0001095541956104,0.0045605534475039,-0.0002440843480684
2012-06-05,0.0057268506638095,0.0065579826131816,0.0120042818326773
2012-06-06,0.0230494009201185,0.0239766822428304,0.0255732624320197
2012-06-07,-0.000106464492421,-0.0048159225909637,-0.006312265460699
2012-06-08,0.0081141636244781,0.0096784558762275,0.011639497163576
2012-06-11,-0.0126201137828692,-0.0170338658199357,-0.0236352430713842
2012-06-12,0.0116507371473095,0.0118659401872711,0.0140078286500242
2012-06-13,-0.0070232509559875,-0.0086033619817238,-0.0120153166153024
2012-06-14,0.0108146527822456,0.0062867761158116,0.0132380205587834
2012-06-15,0.0103378154290596,0.0128581546218464,0.0117794949135636
2012-06-18,0.001444746601191,0.0078425330388258,0.0015687677762359
2012-06-19,0.0098156954180652,0.0118915393794829,0.0179927806710082
2012-06-20,-0.0016863570122068,0.0002354941715192,-0.0030263404307796
2012-06-21,-0.0222616770390134,-0.0243511626099307,-0.0245137057615771
2012-06-22,0.0071746042621787,0.0116574969517539,0.0135062116076363
2012-06-25,-0.0159548534977054,-0.0194508443743378,-0.0171060802800203
2012-06-26,0.0047727214863713,0.006311402402928,0.004095019053959
2012-06-27,0.0089849055214854,0.007449040780207,0.014666244564423
2012-06-28,-0.002109799583246,-0.0089833748977165,-0.0004508600308414
2012-06-29,0.0249202387766662,0.0300264464472508,0.0291278082708381
2012-07-02,0.0024593113157624,0.0055126595361074,0.0118348536895966
2012-07-03,0.0062321108631679,0.0084202511565374,0.0130578851908422
2012-07-05,-0.0046870230309741,1.3453624045256518e-05,-0.0012950647793386
2012-07-06,-0.0094326494671396,-0.0130337612512621,-0.012588207087509
2012-07-09,-0.0016388318166757,-0.0018928954001993,-0.0028991585264026
2012-07-10,-0.0081259264982284,-0.0100416953615471,-0.0119657120140138
2012-07-11,-1.4923577632885989e-05,-0.004944336884494,-0.0036595611090365
2012-07-12,-0.0049870972826125,-0.0075450796784828,-0.003332257864711
2012-07-13,0.0164973623498927,0.0147513005631898,0.01439932522922
